系别	英雄	成员	战力	组别	
宇宙	毒液	刘胖	3986	二组	
宇宙	毒液死侍	刘胖	1468	二组	
科技	内战勇士	刘胖		二组	
科技	霍华德	刘胖		二组	
科技	浩克毁灭者	刘胖	4037	二组	
科技	钢铁侠	刘胖	2903	二组	
科技	钢铁爱国者	刘胖		二组	
科技	康	刘胖		二组	
科技	星云	刘胖		二组	
科技	punisher2099	刘胖		二组	
科技	浣熊	刘胖	4518	二组	
科技	科技蜘蛛	刘胖	6347	二组	
科技	星爵	刘胖	3071	二组	
科技	影幻	刘胖	3943	二组	
科技	奥创	刘胖	5665	二组	
科技	漫幻	刘胖		二组	
科技	秃鹰	刘胖		二组	
科技	战争机器	刘胖	3096	二组	
科技	勇度	刘胖		二组	
格斗	毒液特工	刘胖		二组	
格斗	黑豹	刘胖	3012	二组	
格斗	内战黑豹	刘胖	1470	二组	
格斗	黑寡妇	刘胖	2947	二组	
格斗	交叉骨	刘胖		二组	
格斗	夜魔侠	刘胖	4173	二组	
格斗	非经典夜魔侠	刘胖	1601	二组	
格斗	艾丽卡	刘胖	1507	二组	
格斗	猎鹰	刘胖	2994	二组	
格斗	格纹死侍	刘胖	1167	二组	
格斗	鹰眼	刘胖	1496	二组	
格斗	卡尔耐克	刘胖	3189	二组	
格斗	月光骑士	刘胖		二组	
格斗	惩罚者	刘胖		二组	
格斗	冬兵	刘胖	1421	二组	
生化	恶煞	刘胖	3049	二组	
生化	蚁人	刘胖		二组	
生化	美国队长	刘胖	3032	二组	
生化	二战美队	刘胖	5561	二组	
生化	电王	刘胖	5870	二组	
生化	浩克	刘胖	5492	二组	
生化	灰浩克	刘胖	1439	二组	
生化	卢克凯奇	刘胖	1538	二组	
生化	余波	刘胖		二组	
生化	红浩克	刘胖	5900	二组	
生化	犀牛	刘胖	5733	二组	
生化	女浩克	刘胖		二组	
生化	女蜘蛛	刘胖		二组	
生化	黑蜘蛛	刘胖	1443	二组	
生化	黄蜂	刘胖	4180	二组	
生化	蜘蛛侠	刘胖	1432	二组	
神秘	多满魔	刘胖		二组	
神秘	博士	刘胖	4042	二组	
神秘	巫医	刘胖	8983	二组	
神秘	恶灵	刘胖		二组	
神秘	断头台	刘胖	4227	二组	
神秘	hood	刘胖		二组	
神秘	铁拳	刘胖		二组	
神秘	白铁拳	刘胖		二组	
神秘	红坦克	刘胖	2135	二组	
神秘	洛基	刘胖	3560	二组	
神秘	魔术女	刘胖	6009	二组	
神秘	莫度	刘胖		二组	
神秘	女巫	刘胖	5450	二组	
神秘	女雷神	刘胖	2350	二组	
神秘	无敌钢人	刘胖	2991	二组	
变异	天使	刘胖		二组	
变异	蓝兽	刘胖	3233	二组	
变异	电索	刘胖		二组	
变异	钢人	刘胖	2791	二组	
变异	独眼龙	刘胖	3997	二组	
变异	独眼龙90s	刘胖	1472	二组	
变异	死侍	刘胖		二组	
变异	x死侍	刘胖	3262	二组	
变异	牌王	刘胖	1765	二组	
变异	冰人	刘胖		二组	
变异	万磁王	刘胖	5911	二组	
变异	白色万磁王	刘胖	1644	二组	
变异	夜行	刘胖	6031	二组	
变异	灵蝶	刘胖		二组	
变异	小淘气	刘胖		二组	
变异	暴风	刘胖	3173	二组	
变异	金刚狼	刘胖	5083	二组	
变异	老年金刚狼	刘胖		二组	
变异	x23	刘胖	2898	二组	
宇宙	安吉拉	霸气		三组	
宇宙	黑蝠王	霸气	3140	三组	
宇宙	惊奇队长	霸气	3113	三组	
宇宙	杀戮	霸气		三组	
宇宙	德拉克斯	霸气	4131	三组	
宇宙	卡莫拉	霸气	3217	三组	
宇宙	格鲁特	霸气		三组	
宇宙	超人	霸气		三组	
宇宙	黑妹	霸气		三组	
宇宙	king格鲁特	霸气		三组	
宇宙	惊奇小姐	霸气		三组	
宇宙	凤凰	霸气	3387	三组	
宇宙	罗南	霸气	3806	三组	
宇宙	共生体	霸气		三组	
宇宙	究极钢铁侠	霸气	3306	三组	
宇宙	灭霸	霸气		三组	
宇宙	雷神	霸气	4559	三组	
宇宙	毒液	霸气	3071	三组	
宇宙	毒液死侍	霸气	3186	三组	
科技	内战勇士	霸气	4463	三组	
科技	霍华德	霸气	3023	三组	
科技	浩克毁灭者	霸气	4412	三组	
科技	钢铁侠	霸气	3892	三组	
科技	钢铁爱国者	霸气		三组	
科技	康	霸气		三组	
科技	星云	霸气	1138	三组	
科技	punisher2099	霸气		三组	
科技	浣熊	霸气	4654	三组	
科技	科技蜘蛛	霸气		三组	
科技	星爵	霸气		三组	
科技	影幻	霸气	5458	三组	
科技	奥创	霸气		三组	
科技	漫幻	霸气		三组	
科技	秃鹰	霸气		三组	
科技	战争机器	霸气	4008	三组	
科技	勇度	霸气		三组	
科技	绿魔	霸气		三组	
格斗	毒液特工	霸气	6054	三组	
格斗	黑豹	霸气	3008	三组	
格斗	内战黑豹	霸气	2925	三组	
格斗	黑寡妇	霸气		三组	
格斗	交叉骨	霸气		三组	
格斗	夜魔侠	霸气	3115	三组	
格斗	非经典夜魔侠	霸气		三组	
格斗	艾丽卡	霸气	3329	三组	
格斗	猎鹰	霸气		三组	
格斗	格纹死侍	霸气		三组	
格斗	鹰眼	霸气	4256	三组	
格斗	卡尔耐克	霸气	4726	三组	
格斗	月光骑士	霸气	3040	三组	
格斗	惩罚者	霸气	3084	三组	
格斗	冬兵	霸气	1453	三组	
生化	恶煞	霸气	4117	三组	
生化	蚁人	霸气	5508	三组	
生化	美国队长	霸气	3022	三组	
生化	二战美队	霸气	4350	三组	
生化	电王	霸气		三组	
生化	浩克	霸气	3130	三组	
生化	灰浩克	霸气	3190	三组	
生化	卢克凯奇	霸气	3091	三组	
生化	余波	霸气	3651	三组	
生化	红浩克	霸气	1578	三组	
生化	犀牛	霸气	2652	三组	
生化	女浩克	霸气	1585	三组	
生化	女蜘蛛	霸气	3169	三组	
生化	黑蜘蛛	霸气	3189	三组	
生化	黄蜂	霸气	6006	三组	
生化	蜘蛛侠	霸气	6059	三组	
神秘	多满魔	霸气		三组	
神秘	博士	霸气	4200	三组	
神秘	巫医	霸气	1725	三组	
神秘	恶灵	霸气		三组	
神秘	断头台	霸气	3340	三组	
神秘	hood	霸气		三组	
神秘	铁拳	霸气	4204	三组	
神秘	白铁拳	霸气		三组	
神秘	红坦克	霸气	3815	三组	
神秘	洛基	霸气	3654	三组	
神秘	魔术女	霸气		三组	
神秘	莫度	霸气		三组	
神秘	女巫	霸气		三组	
神秘	女雷神	霸气		三组	
神秘	无敌钢人	霸气		三组	
变异	天使	霸气		三组	
变异	蓝兽	霸气	2056	三组	
变异	电索	霸气		三组	
变异	钢人	霸气	4043	三组	
变异	独眼龙	霸气	2871	三组	
变异	独眼龙90s	霸气	2914	三组	
变异	死侍	霸气		三组	
变异	x死侍	霸气	3326	三组	
变异	牌王	霸气	4582	三组	
变异	冰人	霸气		三组	
变异	万磁王	霸气	3157	三组	
变异	白色万磁王	霸气	1551	三组	
变异	夜行	霸气	5435	三组	
变异	灵蝶	霸气		三组	
变异	小淘气	霸气		三组	
变异	暴风	霸气	4392	三组	
变异	金刚狼	霸气		三组	
变异	老年金刚狼	霸气		三组	
变异	x23	霸气	5524	三组	
宇宙	安吉拉	宝爷		一组	
宇宙	黑蝠王	宝爷	3026	一组	
宇宙	惊奇队长	宝爷	3085	一组	
宇宙	杀戮	宝爷		一组	
宇宙	德拉克斯	宝爷	5487	一组	
宇宙	卡莫拉	宝爷		一组	
宇宙	格鲁特	宝爷		一组	
宇宙	超人	宝爷		一组	
宇宙	黑妹	宝爷	2311	一组	
宇宙	king格鲁特	宝爷		一组	
宇宙	惊奇小姐	宝爷		一组	
宇宙	凤凰	宝爷	6626	一组	
宇宙	罗南	宝爷	3049	一组	
宇宙	共生体	宝爷		一组	
宇宙	究极钢铁侠	宝爷	3280	一组	
宇宙	灭霸	宝爷		一组	
宇宙	雷神	宝爷	5939	一组	
宇宙	毒液	宝爷	2989	一组	
宇宙	毒液死侍	宝爷	2813	一组	
科技	内战勇士	宝爷	1064	一组	
科技	霍华德	宝爷	1092	一组	
科技	浩克毁灭者	宝爷	3244	一组	
科技	钢铁侠	宝爷	3896	一组	
科技	钢铁爱国者	宝爷		一组	
科技	康	宝爷		一组	
科技	星云	宝爷		一组	
科技	punisher2099	宝爷		一组	
科技	浣熊	宝爷	3423	一组	
科技	科技蜘蛛	宝爷		一组	
科技	星爵	宝爷	3071	一组	
科技	影幻	宝爷	5369	一组	
科技	奥创	宝爷	5679	一组	
科技	漫幻	宝爷		一组	
科技	秃鹰	宝爷		一组	
科技	战争机器	宝爷	3034	一组	
科技	勇度	宝爷	1123	一组	
科技	绿魔	宝爷		一组	
格斗	毒液特工	宝爷	2971	一组	
格斗	黑豹	宝爷	5236	一组	
格斗	内战黑豹	宝爷	5670	一组	
格斗	黑寡妇	宝爷	5671	一组	
格斗	交叉骨	宝爷	1677	一组	
格斗	夜魔侠	宝爷	3036	一组	
格斗	非经典夜魔侠	宝爷		一组	
格斗	艾丽卡	宝爷	4459	一组	
格斗	猎鹰	宝爷	1116	一组	
格斗	格纹死侍	宝爷		一组	
格斗	鹰眼	宝爷	978	一组	
格斗	卡尔耐克	宝爷	1834	一组	
格斗	月光骑士	宝爷	2028	一组	
格斗	惩罚者	宝爷		一组	
格斗	冬兵	宝爷	3849	一组	
生化	恶煞	宝爷	3080	一组	
生化	蚁人	宝爷		一组	
生化	美国队长	宝爷	2968	一组	
生化	二战美队	宝爷	5694	一组	
生化	电王	宝爷	6104	一组	
生化	浩克	宝爷	3616	一组	
生化	灰浩克	宝爷	3060	一组	
生化	卢克凯奇	宝爷	4003	一组	
生化	余波	宝爷	2637	一组	
生化	红浩克	宝爷	3307	一组	
生化	犀牛	宝爷	2572	一组	
生化	女浩克	宝爷	3082	一组	
生化	女蜘蛛	宝爷		一组	
生化	黑蜘蛛	宝爷	5592	一组	
生化	黄蜂	宝爷	5586	一组	
生化	蜘蛛侠	宝爷	3076	一组	
神秘	多满魔	宝爷	1089	一组	
神秘	博士	宝爷	3211	一组	
神秘	巫医	宝爷	6517	一组	
神秘	恶灵	宝爷	3203	一组	
神秘	断头台	宝爷	5926	一组	
神秘	hood	宝爷	3026	一组	
神秘	铁拳	宝爷	3480	一组	
神秘	白铁拳	宝爷		一组	
神秘	红坦克	宝爷	3020	一组	
神秘	洛基	宝爷	3415	一组	
神秘	魔术女	宝爷	6469	一组	
神秘	莫度	宝爷	6773	一组	
神秘	女巫	宝爷	5591	一组	
神秘	女雷神	宝爷	3317	一组	
神秘	无敌钢人	宝爷		一组	
变异	天使	宝爷		一组	
变异	蓝兽	宝爷	1423	一组	
变异	电索	宝爷	4436	一组	
变异	钢人	宝爷	3064	一组	
变异	独眼龙	宝爷	2928	一组	
变异	独眼龙90s	宝爷	1660	一组	
变异	死侍	宝爷		一组	
变异	x死侍	宝爷	3322	一组	
变异	牌王	宝爷	3419	一组	
变异	冰人	宝爷		一组	
变异	万磁王	宝爷	4342	一组	
变异	白色万磁王	宝爷	3232	一组	
变异	夜行	宝爷	1147	一组	
变异	灵蝶	宝爷	3095	一组	
变异	小淘气	宝爷		一组	
变异	暴风	宝爷	5944	一组	
变异	金刚狼	宝爷	5029	一组	
变异	老年金刚狼	宝爷	2772	一组	
变异	x23	宝爷	5581	一组	
